Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
417,60,RL,74.0,7844.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7.0,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3.0,3.0,0.0,4.0,209.0,0.0,0,463.0,672.0,GasA,3,Y,1,672.0,728,0,1400.0,0.0,0,1,1,3.0,1,3,6,Typ,1.0,3.0,Attchd,1978.0,3.0,2.0,440.0,3.0,3.0,1,0,0,0,0,0,0,0,0,3,2006,WD,Normal,149500.0
418,70,RL,86.0,17714.375,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6.0,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,3,3,BrkTil,4.0,3.0,0.0,3.0,1128.0,0.0,0,242.0,1370.0,GasW,3,N,1,1370.0,1254,0,2624.0,1.0,0,2,1,4.0,1,3,10,Typ,1.0,4.0,Detchd,1918.0,1.0,3.0,864.0,3.0,3.0,1,0,0,0,0,0,0,0,0,11,2007,WD,Normal,239000.0
419,50,RL,60.0,8160.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6.0,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,0.0,4.0,312.0,0.0,0,444.0,756.0,GasA,2,N,1,756.0,378,0,1134.0,1.0,0,1,1,3.0,1,3,7,Typ,0.0,3.461038961038961,Detchd,1940.0,1.0,1.0,240.0,3.0,3.0,1,0,190,0,0,0,0,0,0,4,2007,WD,AdjLand,126000.0
420,20,RL,65.0,8450.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,775.0,0.0,0,281.0,1056.0,GasA,5,Y,1,1056.0,0,0,1056.0,1.0,0,1,0,3.0,1,3,6,Typ,1.0,2.0,Attchd,1968.0,1.0,1.0,304.0,3.0,3.0,1,0,85,0,0,0,0,0,0,7,2010,WD,Normal,142000.0
421,90,RM,78.0,7060.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5.0,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,410.625,3,3,PConc,4.0,3.0,2.5,5.0,1309.0,0.0,0,35.0,1344.0,GasA,5,Y,1,1344.0,0,0,1344.0,2.0,0,2,0,2.0,1,3,8,Typ,0.0,3.461038961038961,Attchd,1997.0,3.0,3.5,784.0,3.0,3.0,1,0,0,0,0,0,0,0,0,11,2008,WD,Alloca,206300.0
422,20,RL,70.04995836802665,16635.0,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7.0,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,4,3,CBlock,4.0,3.0,0.0,4.0,1246.0,0.0,0,356.0,1602.0,GasA,4,Y,1,1602.0,0,0,1602.0,0.0,0,2,0,3.0,1,4,8,Typ,1.0,3.0,Attchd,1977.0,3.0,2.0,529.0,3.0,3.0,1,420,0,0,0,0,0,0,0,6,2009,WD,Normal,215000.0
423,20,RL,100.0,17714.375,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5.0,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0.0,0.0,0,988.0,988.0,GasA,5,Y,1,988.0,0,0,988.0,0.0,0,1,0,2.0,1,3,4,Typ,0.0,3.461038961038961,Attchd,1954.0,2.0,2.0,520.0,3.0,3.0,1,0,0,0,0,0,0,0,0,2,2008,WD,Normal,113000.0
424,60,RL,80.0,9200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,410.625,4,3,PConc,4.0,3.0,0.0,5.0,986.0,0.0,0,484.0,1470.0,GasA,4,Y,1,1470.0,1160,0,2630.0,1.0,0,2,1,4.0,1,4,8,Typ,1.0,3.0,Attchd,1998.0,3.0,3.0,696.0,3.0,3.0,1,0,66,0,0,0,0,0,0,6,2008,WD,Normal,315000.0
425,20,RL,72.0,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,410.625,3,3,CBlock,4.0,3.0,0.0,1.0,616.0,0.0,0,580.0,1196.0,GasA,4,Y,1,1196.0,0,0,1196.0,1.0,0,1,0,2.0,1,3,6,Typ,1.0,4.0,Attchd,1956.0,2.0,1.0,297.0,3.0,3.0,1,0,44,0,0,0,0,0,0,5,2008,WD,Normal,139000.0
426,60,RM,60.0,3378.0,Pave,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7.5,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,410.625,3,3,CBlock,3.0,3.0,0.0,0.0,0.0,0.0,0,651.0,651.0,GasA,4,Y,1,707.0,682,0,1389.0,0.0,0,1,1,3.0,1,3,6,Typ,2.0,4.0,Detchd,1947.0,1.0,1.0,240.0,3.0,3.0,1,0,0,0,0,0,0,0,0,9,2009,WD,Normal,135000.0
427,80,RL,70.04995836802665,12800.0,Pave,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5.0,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,410.625,4,3,PConc,4.0,3.0,2.5,5.0,1518.0,0.0,0,0.0,1518.0,GasA,4,Y,1,1644.0,0,0,1644.0,1.0,0,2,0,2.0,1,4,5,Typ,1.0,3.0,Attchd,1989.0,3.0,2.0,569.0,3.0,3.0,1,420,0,0,0,0,0,0,0,8,2009,WD,Normal,275000.0
428,20,RL,77.0,8593.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6.0,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,288.0,0.0,0,619.0,907.0,GasA,5,Y,1,907.0,0,0,907.0,0.0,0,1,0,3.0,1,3,5,Typ,0.0,3.461038961038961,Detchd,1964.0,1.0,1.0,352.0,3.0,3.0,1,0,0,0,0,0,0,0,0,7,2008,WD,Normal,109008.0
429,20,RL,64.0,6762.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,410.625,4,3,PConc,4.0,3.0,0.0,5.0,664.0,0.0,0,544.0,1208.0,GasA,5,Y,1,1208.0,0,0,1208.0,1.0,0,2,0,2.0,1,4,6,Typ,0.0,3.461038961038961,Attchd,2007.0,2.0,2.0,628.0,3.0,3.0,1,105,54,0,0,0,0,0,0,9,2007,New,Partial,195400.0
430,20,RL,110.0,11457.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5.0,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,1.0,5.0,1005.0,0.0,0,387.0,1392.0,GasA,3,Y,1,1412.0,0,0,1412.0,1.0,0,2,0,3.0,1,4,6,Typ,1.0,3.0,Attchd,1988.0,1.0,2.0,576.0,3.0,3.0,1,0,0,0,0,0,0,0,0,3,2009,WD,Normal,175000.0
431,160,RM,30.0,1680.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5.0,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3,3,CBlock,3.0,3.0,0.0,4.0,387.0,0.0,0,96.0,483.0,GasA,3,Y,1,483.0,504,0,987.0,0.0,0,1,1,2.0,1,3,4,Typ,0.0,3.461038961038961,Detchd,1971.0,1.0,1.0,264.0,3.0,3.0,1,0,0,0,0,0,0,0,0,7,2008,COD,Abnorml,85400.0
432,50,RM,60.0,5586.0,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7.0,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,0.0,0.0,0.0,0.0,0,901.0,901.0,GasA,4,Y,1,1088.0,110,0,1198.0,0.0,0,1,0,4.0,1,3,7,Typ,0.0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0.0,0.0,3.0,3.0,1,420,98,0,0,0,0,0,0,9,2008,ConLD,Abnorml,79900.0
433,160,RM,30.0,1920.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5.0,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,3,3,CBlock,3.0,3.0,0.0,4.0,471.0,0.0,0,294.0,765.0,GasA,5,Y,1,765.0,600,0,1365.0,1.0,0,1,1,2.0,1,3,6,Min1,0.0,3.461038961038961,Detchd,1971.0,1.0,2.0,440.0,3.0,3.0,1,240,36,0,0,0,0,0,0,8,2007,WD,Normal,122500.0
434,60,RL,100.0,10839.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,926.0,926.0,GasA,5,Y,1,926.0,678,0,1604.0,0.0,0,2,1,3.0,1,3,7,Typ,1.0,3.0,Attchd,1997.0,3.0,2.0,470.0,3.0,3.0,1,0,36,0,0,0,0,0,0,7,2008,WD,Normal,181000.0
435,180,RM,30.0,1890.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7.0,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4.0,3.0,2.0,4.0,495.0,0.0,0,135.0,630.0,GasA,4,Y,1,630.0,0,0,630.0,1.0,0,1,0,1.0,1,3,3,Typ,0.0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0.0,0.0,3.0,3.0,1,88,0,0,0,0,0,0,0,6,2008,WD,Normal,81000.0
436,60,RL,43.0,10667.0,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6.0,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,410.625,4,3,PConc,4.0,3.0,2.0,5.0,385.0,0.0,0,70.0,799.0,GasA,5,Y,1,827.0,834,0,1661.0,1.0,0,2,1,3.0,1,4,6,Typ,1.0,3.0,Attchd,1996.0,2.0,2.0,550.0,3.0,3.0,1,158,61,0,0,0,0,0,0,4,2009,ConLw,Normal,212000.0
437,50,RM,40.0,4400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7.5,1920,1950,Gable,CompShg,Stucco,Stucco,None,410.625,3,3,BrkTil,2.0,3.0,0.0,0.0,0.0,0.0,0,648.0,648.0,GasA,3,Y,1,734.0,384,0,1118.0,0.0,0,1,0,2.0,1,3,6,Typ,0.0,3.461038961038961,Detchd,1990.0,1.0,2.0,440.0,3.0,3.0,1,420,0,0,0,0,0,0,0,10,2006,WD,Normal,116000.0
438,45,RM,50.0,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7.0,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3.0,3.0,0.0,0.0,0.0,0.0,0,884.0,884.0,GasA,4,Y,1,904.0,0,0,904.0,0.0,0,1,0,2.0,1,3,4,Typ,0.0,3.461038961038961,Detchd,1926.0,1.0,1.0,180.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,2009,WD,Normal,119000.0
439,30,RL,40.0,4280.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6.0,1913,2002,Gable,CompShg,WdShing,Stucco,None,410.625,3,3,PConc,3.0,3.0,0.0,1.0,365.0,0.0,0,75.0,440.0,GasA,3,N,1,694.0,0,0,694.0,0.0,0,1,0,2.0,1,4,4,Typ,1.0,4.0,Detchd,1990.0,1.0,1.0,352.0,3.0,3.0,1,0,0,0,0,0,0,0,0,3,2007,WD,Normal,90350.0
440,50,RL,67.0,12354.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7.5,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,0.0,0.0,0.0,0,684.0,684.0,GasA,4,Y,1,684.0,512,0,1196.0,0.0,0,1,0,3.0,1,4,7,Typ,0.0,3.461038961038961,Detchd,2005.0,1.0,2.0,528.0,3.0,3.0,1,420,46,0,0,0,0,0,0,8,2009,ConLI,Normal,110000.0
441,20,RL,105.0,15431.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5.0,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,5,3,PConc,5.0,3.0,2.5,5.0,1767.0,0.0,0,788.0,2053.125,GasA,5,Y,1,2155.125,0,0,2402.0,1.0,0,2,0,2.0,1,5,10,Typ,2.0,4.0,Attchd,2008.0,3.0,3.0,672.0,3.0,3.0,1,0,72,0,0,0,0,0,0,4,2009,WD,Normal,340037.5
442,90,RL,92.0,12108.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4.0,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,3,3,CBlock,3.0,3.0,0.0,4.0,133.0,0.0,0,1307.0,1440.0,GasA,3,N,1,1440.0,0,0,1440.0,0.0,0,2,0,4.0,1,2,8,Typ,0.0,3.461038961038961,Attchd,1978.5061638868744,1.8165337200870195,0.0,0.0,3.0,3.0,1,420,0,0,0,0,0,0,0,9,2008,WD,Normal,118000.0
443,50,RM,52.0,6240.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7.0,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,410.625,3,3,PConc,3.0,3.0,0.0,0.0,0.0,0.0,0,1078.0,1078.0,GasA,3,Y,1,1128.0,445,0,1573.0,0.0,0,2,0,3.0,1,3,8,Typ,1.0,4.0,Detchd,1930.0,1.0,2.0,360.0,3.0,3.0,1,0,0,0,0,0,0,0,0,6,2008,WD,Normal,162900.0
444,120,RL,53.0,3922.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5.0,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,410.625,4,3,PConc,5.0,3.0,2.0,0.0,0.0,0.0,0,1258.0,1258.0,GasA,5,Y,1,1258.0,0,0,1258.0,0.0,0,2,0,2.0,1,4,6,Typ,1.0,4.0,Attchd,2007.0,3.0,3.0,648.0,3.0,3.0,1,144,16,0,0,0,0,0,0,6,2007,New,Partial,172500.0
445,60,RL,70.0,8750.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,5.0,642.0,0.0,0,273.0,915.0,GasA,5,Y,1,933.0,975,0,1908.0,1.0,0,2,1,4.0,1,4,8,Typ,1.0,3.0,Attchd,1994.0,1.0,2.0,493.0,3.0,3.0,1,144,133,0,0,0,0,0,0,7,2008,WD,Normal,210000.0
446,20,RL,73.0,9855.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5.0,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0.0,0.0,0,1436.0,1436.0,GasA,2,Y,1,1689.0,0,0,1689.0,0.0,0,1,0,3.0,1,3,7,Typ,1.0,4.0,Attchd,1956.0,1.0,2.0,480.0,3.0,3.0,1,0,0,0,0,0,0,0,0,11,2009,COD,Normal,127500.0
447,20,RL,110.0,16492.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6.0,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,4,3,CBlock,3.0,3.0,0.0,4.0,247.0,0.0,0,557.0,1517.0,GasA,5,Y,1,1888.0,0,0,1888.0,0.0,0,2,1,2.0,1,4,6,Mod,1.0,4.0,Attchd,1966.0,3.0,2.0,578.0,3.0,3.0,1,0,0,0,0,0,0,0,0,6,2010,WD,Normal,190000.0
448,60,RL,70.04995836802665,11214.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,930.0,930.0,GasA,4,Y,1,956.0,930,0,1886.0,0.0,0,2,1,4.0,1,4,10,Typ,1.0,3.0,Attchd,1998.0,3.0,2.0,431.0,3.0,3.0,1,89,0,0,0,0,0,0,0,7,2006,WD,Normal,199900.0
449,50,RM,50.0,8600.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6.0,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,410.625,3,3,BrkTil,3.0,3.0,0.0,0.0,0.0,0.0,0,780.0,780.0,GasA,3,Y,1,780.0,596,0,1376.0,0.0,0,2,0,3.0,1,3,7,Typ,1.0,4.0,Detchd,1937.0,1.0,1.0,198.0,3.0,3.0,1,445,0,0,0,0,0,0,0,6,2006,WD,Normal,119500.0
450,50,RM,50.0,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7.0,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,331.0,0.0,0,318.0,649.0,GasA,5,Y,1,679.0,504,0,1183.0,0.0,0,1,1,2.0,1,3,6,Typ,0.0,3.461038961038961,Detchd,1981.0,1.0,1.0,308.0,3.0,3.0,1,0,176,0,0,0,0,0,0,6,2007,WD,Normal,120000.0
451,30,RM,70.0,5684.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7.5,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,410.625,3,3,BrkTil,3.0,3.0,0.0,0.0,0.0,0.0,0,813.0,813.0,GasA,5,Y,1,813.0,0,0,813.0,0.0,0,1,0,2.0,1,4,5,Typ,0.0,3.461038961038961,Detchd,1932.0,1.0,1.0,270.0,3.0,3.0,1,0,113,0,0,0,0,0,0,6,2006,WD,Normal,110000.0
452,20,RL,62.0,17714.375,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5.0,1975,1975,Gable,WdShngl,Plywood,Plywood,None,410.625,3,3,CBlock,4.0,3.0,2.5,4.0,655.0,0.0,0,878.0,1533.0,GasA,3,Y,1,1533.0,0,0,1533.0,1.0,0,2,0,2.0,1,4,5,Typ,2.0,3.0,Attchd,1975.0,1.0,2.0,576.0,3.0,3.0,1,200,54,0,0,0,0,0,0,12,2006,WD,Normal,280000.0
453,60,RL,70.04995836802665,9303.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5.0,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,410.625,4,3,PConc,5.0,3.0,0.0,4.0,742.0,0.0,0,130.0,872.0,GasA,5,Y,1,888.0,868,0,1756.0,1.0,0,2,1,3.0,1,3,7,Typ,0.0,3.461038961038961,Attchd,1996.0,3.0,2.0,422.0,3.0,3.0,1,144,122,0,0,0,0,0,0,7,2007,WD,Normal,204000.0
454,60,FV,75.0,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5.0,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,768.0,768.0,GasA,5,Y,1,786.0,804,0,1590.0,0.0,0,2,1,3.0,1,4,6,Typ,0.0,3.461038961038961,Attchd,2008.0,2.0,2.0,676.0,3.0,3.0,1,0,30,0,0,0,0,0,0,6,2009,WD,Normal,210000.0
455,90,RL,63.0,9297.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5.0,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,1606.0,0.0,0,122.0,1728.0,GasA,3,Y,1,1728.0,0,0,1728.0,2.0,0,2,0,4.0,1,3,8,Typ,0.0,3.461038961038961,Detchd,1976.0,1.0,2.0,560.0,3.0,3.0,1,0,0,0,0,0,0,0,0,7,2006,WD,Family,188000.0
456,20,RL,80.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6.0,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,3,3,CBlock,3.0,3.0,0.0,4.0,916.0,0.0,0,326.0,1242.0,GasA,2,Y,1,1242.0,0,0,1242.0,0.0,0,1,1,3.0,1,3,6,Typ,1.0,3.0,Attchd,1973.0,1.0,2.0,528.0,3.0,3.0,1,0,0,0,0,0,0,0,0,9,2007,WD,Normal,175500.0
457,70,RM,34.0,4571.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5.0,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,410.625,3,3,BrkTil,3.0,3.0,0.0,0.0,0.0,0.0,0,624.0,624.0,GasA,2,N,1,624.0,720,0,1344.0,0.0,0,1,0,4.0,1,3,7,Typ,0.0,3.461038961038961,Detchd,1916.0,1.0,3.0,513.0,3.0,3.0,1,0,0,0,0,0,0,0,0,5,2008,COD,Abnorml,98000.0
458,20,RL,70.04995836802665,17714.375,Pave,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6.0,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,2.5,3.0,1116.0,0.0,0,248.0,1364.0,GasA,5,Y,1,1663.0,0,0,1663.0,1.0,0,1,0,2.0,1,4,6,Min1,2.0,4.0,Attchd,1954.0,3.0,2.0,529.0,3.0,3.0,1,224,137,0,0,0,0,0,0,3,2008,WD,Normal,256000.0
459,70,RM,70.04995836802665,5100.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7.0,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,3,3,PConc,3.0,3.0,0.0,0.0,0.0,0.0,0,588.0,588.0,GasA,2,Y,1,833.0,833,0,1666.0,0.0,0,1,0,3.0,1,4,7,Typ,1.0,4.0,Detchd,1925.0,1.0,1.0,228.0,3.0,3.0,1,192,63,0,0,0,0,0,0,6,2008,WD,Normal,161000.0
460,50,RL,70.04995836802665,7015.0,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4.0,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,410.625,3,3,CBlock,3.0,3.0,0.0,1.0,185.0,0.0,0,524.0,709.0,GasA,3,Y,1,979.0,224,0,1203.0,1.0,0,1,0,3.0,1,4,5,Typ,1.0,3.0,Detchd,1950.0,1.0,1.0,352.0,3.0,3.0,1,0,0,0,0,0,0,0,0,7,2009,WD,Normal,110000.0
461,60,FV,75.0,8004.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5.0,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,4,3,PConc,4.0,3.0,0.0,5.0,544.0,0.0,0,288.0,832.0,GasA,5,Y,1,832.0,1103,0,1935.0,1.0,0,2,1,3.0,1,3,8,Typ,0.0,3.461038961038961,BuiltIn,2009.0,3.0,2.0,552.0,3.0,3.0,1,0,150,0,0,0,0,0,0,12,2009,New,Partial,263435.0
462,70,RL,60.0,7200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,7.5,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,4.0,3.0,0.0,4.0,350.0,0.0,0,0.0,560.0,GasA,5,Y,1,575.0,560,0,1135.0,1.0,0,1,0,3.0,1,4,6,Typ,0.0,3.461038961038961,Detchd,1971.0,2.0,2.0,576.0,3.0,3.0,1,256,0,0,0,0,0,0,0,4,2009,WD,Normal,155000.0
463,20,RL,60.0,8281.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5.0,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,553.0,0.0,0,0.0,864.0,GasA,4,Y,1,864.0,0,0,864.0,0.0,0,1,0,3.0,1,3,5,Typ,1.0,1.5,Detchd,1965.0,1.0,1.0,360.0,3.0,3.0,1,0,0,0,0,0,0,0,0,12,2009,WD,Normal,62383.0
464,70,RL,74.0,11988.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7.0,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,CBlock,3.0,3.0,0.0,1.0,326.0,0.0,0,389.0,715.0,GasA,2,Y,1,849.0,811,0,1660.0,0.0,0,1,1,3.0,1,3,6,Typ,1.0,4.0,Detchd,1939.0,1.0,1.0,240.0,3.0,3.0,1,0,0,0,0,0,0,0,0,8,2008,WD,Normal,188700.0
